       2|       1|         180|       1|         180|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
070000000999|99999|2018042707100003|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|0|38|
070000000999|99999|2018042707100004|4509014504594|201801|201812|100|       180| 12|       180|         0|         0|       180|1|38|
